customer_ID,risk_score,State,Region,Number_Of_Dependents,marital_status,Gender,Age,Age Group,Fund,Total_Asset,No of qtns,GENERAL_SAVING_ASSET,HOME_OWNERSHIP_ASSET,FAMILY_PLANNING_ASSET,RETIREMENT_ASSET,UNKNOWN_ASSET
5984,2.53,Massachusetts,Northeast,2,Married,Male,57,55+,Pre-Retirees,6552874.37,7,1948330.6,4505.24,439989.93,3431351.35,728697.25
5985,2.5,California,West,2,Married,Male,57,55+,Pre-Retirees,6243058.26,6,150074.73,5383.76,1668933.16,3390288.08,1028378.53
5989,3.33,Florida,South,2,Single,,57,55+,Second Chance Retirees,2752380.86,7,71978.98,979274.66,1117940.29,54457.49,528729.44
5990,3.4,Massachusetts,Northeast,2,Single,,57,55+,Second Chance Retirees,5075344.65,6,611184.74,872161.67,1421749.91,1736666.35,433581.98
5991,2.33,Arizona,West,2,Married,,57,55+,Pre-Retirees,6189035.47,6,2445108.77,139819.1,2771111.52,213459.26,619536.82
5992,4.76,Minnesota,Midwest,2,Single,,57,55+,Second Chance Retirees,5432772.71,5,2005750.73,865990.22,770875.06,1676390.26,113766.44
5994,3.89,California,West,2,Single,,57,55+,Second Chance Retirees,7397938.55,7,1766663.78,1026752.76,1119860.32,3185857.01,298804.68
5995,3.7,Georgia,South,1,Single,Male,57,55+,Second Chance Retirees,5441271.02,6,749664.46,831695.64,802317.57,3023588.04,34005.31
5996,2.65,Florida,South,1,Married,Female,57,55+,Pre-Retirees,6822649.27,7,666675.88,1133763.09,818182.94,4095703.53,108323.83
5997,2.57,Minnesota,Midwest,1,Married,Female,57,55+,Pre-Retirees,8618563.81,8,2116448.18,1414788.25,938899.64,3326176.74,822251
5998,3.27,Florida,South,1,Single,Female,57,55+,Second Chance Retirees,4598751.81,7,1123607.38,319057.06,2116093.77,232877.2,807116.4
6000,2.38,Massachusetts,Northeast,1,Married,Female,57,55+,Pre-Retirees,14236646.58,7,2223533.03,235136.74,4752419.56,6095468.16,930089.09
6003,2.25,California,West,0,Married,Female,57,55+,Pre-Retirees,14344245.16,6,1465309.44,1057405.36,4728648.33,5847325.29,1245556.74
6004,1.94,Colorado,West,0,Married,Female,57,55+,Pre-Retirees,10551929.18,7,1414879.49,762996.5,2036666.07,5653753.34,683633.78
6007,2.18,Oregon,West,0,Married,Female,57,55+,Pre-Retirees,4828439.11,7,254709.27,366095.46,1226848.03,1940048.41,1040737.94
6009,1.95,Maryland,Northeast,0,Married,Female,57,55+,Pre-Retirees,9638166.24,8,2792372.66,1255242.18,1303120.74,3454390.2,833040.46
6011,3.75,Florida,South,0,Single,Male,57,55+,Second Chance Retirees,4824315.17,6,1391479.95,671951.64,2163108.5,443076.48,154698.6
6013,4.23,Maryland,Northeast,0,Divorced,Male,57,55+,Second Chance Retirees,3415042.03,7,351391.58,326785.78,812762.93,1866333.5,57768.24
6015,3.33,California,West,0,Divorced,Male,57,55+,Second Chance Retirees,3152271.31,6,253032.19,395608.08,1082098.08,1363215.55,58317.41
6016,3.72,Maryland,Northeast,0,Single,Male,57,55+,Second Chance Retirees,4999780.33,7,1224074.76,739512.81,361096.96,2111947.08,563148.72
6017,2.5,California,West,0,Married,Male,57,55+,Pre-Retirees,6001948.44,6,291814.96,238602.93,1663529.01,2812748.54,995253
6018,4.29,Florida,South,0,Divorced,Male,57,55+,Second Chance Retirees,3221378.41,7,652901.38,277604.74,1017180.29,993221.57,280470.43
6020,2.23,Pennsylvania,Northeast,1,Married,Male,57,55+,Pre-Retirees,6966143.2,8,144500.2,128027.87,3197338.79,2624814.49,871461.85
6021,2.17,Florida,South,1,Married,Male,57,55+,Pre-Retirees,5753619.42,6,1515448.4,891015.9,2932090.44,38334.41,376730.27
6025,2.69,Maine,Northeast,0,Married,Male,57,55+,Pre-Retirees,6834878.55,8,1230195,933449.47,2251744.36,1342474.44,1077015.28
6027,1.73,Oregon,West,0,Married,Female,57,55+,Pre-Retirees,13027156.82,7,1949087.58,1662846.62,2331339.67,6003414.14,1080468.81
6029,2.67,Maryland,Northeast,0,Married,Female,57,55+,Pre-Retirees,11925299.87,6,1332713.09,559638.89,2898974.19,5443641.68,1690332.02
6031,1.8,Kentucky,South,0,Married,Female,57,55+,Pre-Retirees,8149203.76,6,2347550.55,570283.89,1042069.54,2907925.4,1281374.38
6033,2.14,Florida,South,0,Married,Female,57,55+,Pre-Retirees,6839397.56,6,1956497.93,1269978.05,1170305.63,2157318.14,285297.81
6035,2.73,Pennsylvania,Northeast,0,Married,Male,57,55+,Pre-Retirees,4102006.23,7,981701.68,516774.76,1084154.8,1431888.54,87486.45
6036,4.53,Florida,South,0,Single,Male,57,55+,Second Chance Retirees,6317828.23,8,1495671.61,840498.08,1772697.57,1863889.57,345071.4
6037,3.84,Washington,West,0,Divorced,Male,57,55+,Second Chance Retirees,1307795.47,7,325067.9,96810.34,786388.9,87990.14,11538.19
6040,3.28,Virginia,South,0,Divorced,Male,57,55+,Second Chance Retirees,2940049.39,7,329548.8,98054.64,966279.74,1183968.96,362197.25
6042,4.42,Nevada,West,0,Single,Male,57,55+,Second Chance Retirees,4645331.5,6,1608966.37,55245.54,2323303.69,624908.39,32907.51
6045,4.19,Georgia,South,0,Divorced,Male,57,55+,Second Chance Retirees,2912212.9,8,731293.06,266668.32,652935.46,1062405.31,198910.75
6048,2,Indiana,Midwest,0,Married,Male,57,55+,Pre-Retirees,7595455.1,7,1082362.29,1133088.42,3100287.05,1524972.9,754744.44
6050,2.07,Florida,South,0,Married,Male,57,55+,Pre-Retirees,7032867.85,8,1567910.02,766828.57,421716.33,3225461.3,1050951.63
6051,1.68,Florida,South,0,Married,,57,55+,Pre-Retirees,4029681.89,7,1535545.44,710756.5,1427833.44,8529.98,347016.53
6052,4.5,Maine,Northeast,0,Single,,57,55+,Second Chance Retirees,3119216.58,8,1147280.33,454350.38,20659.54,1451214.14,45712.19
6053,3.71,Oklahoma,South,0,Single,,57,55+,Second Chance Retirees,6508334.44,6,361859.18,818179.81,1324948.43,3596882.11,406464.91
6055,4.85,Connecticut,Northeast,0,Single,,57,55+,Second Chance Retirees,4706273.35,7,1766238.26,55667.09,127093.54,2608454.02,148820.44
6056,4.42,Colorado,West,0,Single,,57,55+,Second Chance Retirees,7050664.13,6,2040674.26,619529.26,2944783.19,509653.3,936024.12
6057,3.09,Delaware,Northeast,0,Single,,57,55+,Second Chance Retirees,4374142.89,5,1867159.51,562745.77,841892.62,180277.06,922067.93
6065,2.73,Michigan,Midwest,0,Married,Female,58,55+,Pre-Retirees,5087345.19,7,991801.5,276752.16,3016546.27,771803.6,30441.66
6067,4.67,Florida,South,0,Divorced,Male,58,55+,Second Chance Retirees,3399357.5,6,768646.46,173994.77,379960.85,1897562.88,179192.54
6069,3.32,Colorado,West,0,Divorced,Male,58,55+,Second Chance Retirees,3565872.48,8,959096.93,348034.08,574131.74,1355267.33,329342.4
6070,4,Colorado,West,0,Single,Male,58,55+,Second Chance Retirees,4175134.15,7,1217722.64,859054.64,1307403.24,203520.38,587433.25
6071,4.11,California,West,0,Single,Male,58,55+,Second Chance Retirees,6186753.73,8,1495970.04,250030.54,1446014.07,2679008.6,315730.48
6072,3.47,Michigan,Midwest,0,Single,Male,58,55+,Second Chance Retirees,5442994.2,7,852868.92,157616.24,964596.99,3109850.15,358061.9
6073,3.4,California,West,5,Divorced,Male,58,55+,Second Chance Retirees,4055620.56,6,512687.14,51990.48,1355770.8,1660134.91,475037.23
6074,4.43,Delaware,Northeast,5,Single,Male,58,55+,Second Chance Retirees,3058196.53,7,2682.03,430111.56,1962219.95,258065.05,405117.94
6075,2.86,Pennsylvania,Northeast,5,Married,Male,58,55+,Pre-Retirees,8314361.39,5,775688.6,986547.92,1594319.5,3956994.66,1000810.71
6076,2.39,Alaska,West,5,Married,Male,58,55+,Pre-Retirees,3039476.2,8,377049.6,1095039.24,553606.62,553671.48,460109.26
6077,2.38,Michigan,Midwest,5,Married,Male,58,55+,Pre-Retirees,6821157.08,7,1547138.53,1128369.72,594084.67,3265987.74,285576.42
6080,4.43,Maryland,Northeast,5,Divorced,Male,58,55+,Second Chance Retirees,2758965.12,7,341723.62,231877.39,366115.68,1586218.94,233029.49
6084,2,Florida,South,5,Married,,58,55+,Pre-Retirees,9059964.05,6,745039.58,1280749.54,4287299.33,1797398.78,949476.82
6085,3,Arizona,West,5,Single,,58,55+,Second Chance Retirees,7329706.52,7,1874803.32,918836.35,2577276.79,929070.43,1029719.63
6086,2.33,California,West,1,Married,Male,58,55+,Pre-Retirees,6425399.24,7,173558.48,2220.25,2493968.14,2898769.31,856883.06
6090,2.11,Massachusetts,Northeast,1,Married,Male,58,55+,Pre-Retirees,5285056.31,8,1686599.88,992972.85,1035893.49,1487227.39,82362.7
6094,2.87,Pennsylvania,Northeast,4,Married,Female,58,55+,Pre-Retirees,10522657.39,7,487747.7,1481984.29,3359119.51,3942268.19,1251537.7
6095,2.67,California,West,4,Married,Female,58,55+,Pre-Retirees,9349764.42,7,494657.28,477527.44,4617442.71,2477242.83,1282894.16
6096,2.7,Nevada,West,4,Married,Female,58,55+,Pre-Retirees,4873144.89,6,1158509.61,257510.88,2073764.33,537894.6,845465.47
6099,4,Massachusetts,Northeast,4,Single,Female,58,55+,Second Chance Retirees,5128439.84,6,882010.17,599338.7,1230302.78,1134100.05,1282688.14
6102,4.14,Florida,South,4,Single,Female,58,55+,Second Chance Retirees,7635640.48,6,59830.36,679326.13,2276181.78,4168279.18,452023.03
6103,2.53,Florida,South,4,Married,Female,58,55+,Pre-Retirees,12631818.93,7,2915806.46,1027000.51,4765548.04,3795383.35,128080.57
6107,2.83,Maryland,Northeast,4,Married,Male,58,55+,Pre-Retirees,6123921.3,8,1140277.94,63482.57,666732.56,3649327.26,604100.97
6108,2.71,Washington,West,4,Married,Male,58,55+,Pre-Retirees,7850077.64,7,1935151.72,296125.75,1979800.7,3548261.38,90738.09
6109,2.71,Indiana,Midwest,4,Married,Male,58,55+,Pre-Retirees,6714246.53,7,896837.99,93431.46,2515672.86,2861106.74,347197.48
6110,2.72,Nevada,West,4,Married,Male,58,55+,Pre-Retirees,4105115.48,7,293868.52,776334.18,1749237.47,462171.8,823503.51
6111,2.62,Texas,South,4,Married,Male,58,55+,Pre-Retirees,5692570.34,7,424222.85,755589.54,881720.99,2708424.81,922612.15
6113,4.83,Pennsylvania,Northeast,4,Divorced,Male,58,55+,Second Chance Retirees,2270181.89,6,691228.8,5329.49,92374.27,1295462.4,185786.93
6115,3.77,Kentucky,South,4,Divorced,Male,58,55+,Second Chance Retirees,2953327.25,7,600457.63,222139.15,517234.61,1432845.89,180649.97
6116,4.63,Kentucky,South,4,Divorced,Male,58,55+,Second Chance Retirees,2607131.03,8,220183.68,173669.71,1302120.43,640119.74,271037.47
6118,4.43,Michigan,Midwest,4,Divorced,Male,58,55+,Second Chance Retirees,1602270.63,7,281041.92,312235.49,105344.5,525096.58,378552.14
6119,4.53,Virginia,South,1,Divorced,Male,58,55+,Second Chance Retirees,2879397.02,7,534777.79,115332.96,753670.08,1293423.17,182193.02
6120,3.33,Michigan,Midwest,1,Single,Male,58,55+,Second Chance Retirees,4218133.28,7,305087.73,344283.7,1720218.9,1371044.28,477498.67
6121,2.39,Illinois,Midwest,1,Married,Male,58,55+,Pre-Retirees,5451831.36,8,283052.39,198728.29,2663095.45,1777824,529131.23
6122,2.81,Oregon,West,1,Married,Male,58,55+,Pre-Retirees,5924912.48,8,425752.47,1098178.21,75115.12,3984220.57,341646.11
6123,4.68,California,West,1,Single,Male,58,55+,Second Chance Retirees,5139568.02,7,302093.45,250742.48,2396655.73,1607242.87,582833.49
6124,4.13,Massachusetts,Northeast,1,Divorced,Male,58,55+,Second Chance Retirees,2275700.35,7,933765.5,90426.34,877072.03,362498.69,11937.79
6126,4.63,Ohio,Midwest,0,Single,Male,58,55+,Second Chance Retirees,7449292.23,7,1459342.66,826444.43,2179638.72,2786381.68,197484.74
6127,4.43,California,West,0,Divorced,Male,58,55+,Second Chance Retirees,1550199.17,6,452315.33,129942.82,131858.64,795079.1,41003.28
6131,2.67,Florida,South,3,Married,Male,58,55+,Pre-Retirees,2684717.69,7,1171644.6,229352.95,478523.98,734813.34,70382.82
6132,4.14,Arizona,West,3,Single,Female,58,55+,Second Chance Retirees,4589009.76,6,1089970.99,187805.69,1010075.57,1890163.64,410993.87
6140,2.33,Ohio,Midwest,1,Married,Female,58,55+,Pre-Retirees,5964855.73,7,2591736.31,494393.93,335715.84,1224574.85,1318434.8
6141,3,Florida,South,1,Single,Male,58,55+,Second Chance Retirees,3013529.44,7,194107.28,665049.4,528196.2,1204078,422098.56
6142,3.89,Kentucky,South,1,Single,Male,58,55+,Second Chance Retirees,4888073.08,8,257085.96,357680.1,1150941.05,2532697.46,589668.51
6143,4.58,Maryland,Northeast,1,Divorced,Male,58,55+,Second Chance Retirees,3408190.28,7,676794.34,124104.53,1028886.77,1378871.62,199533.02
6146,4.33,Florida,South,1,Divorced,Male,58,55+,Second Chance Retirees,3054794.78,7,464167.1,401573.81,564507.5,1310425.92,314120.45
6148,3.59,Virginia,South,1,Single,Male,58,55+,Second Chance Retirees,7148961.34,7,1078751.87,422450.21,2421938.1,3088088.76,137732.4
6150,4.15,California,West,3,Divorced,Male,58,55+,Second Chance Retirees,1009594.76,8,21598.27,53493.46,636137.28,85174.85,213190.9
6154,3.36,Massachusetts,Northeast,3,Single,Male,58,55+,Second Chance Retirees,5558696.5,8,316162.31,445431.92,1231051.74,3389796.52,176254.01
6155,2.89,Michigan,Midwest,3,Married,Male,58,55+,Pre-Retirees,7377273.11,8,629335.3,30485.61,1812033.68,4199746.87,705671.65
6157,2.28,Ohio,Midwest,3,Married,Male,58,55+,Pre-Retirees,7504122.82,8,388506.93,302561.05,1326780.17,4428827.6,1057447.07
6158,4,Colorado,West,3,Single,Male,58,55+,Second Chance Retirees,4833661.22,7,391599.88,460702.77,491251.13,3065285.72,424821.72
6159,2.14,Maryland,Northeast,3,Married,Male,58,55+,Pre-Retirees,5725354.4,7,1667383.6,85050.89,2082027.46,1313050.06,577842.39
6161,2.38,Montana,West,3,Married,,58,55+,Pre-Retirees,8451781.77,7,1266504.48,92149.63,3267699.41,3228674.11,596754.14
6162,3.71,Maryland,Northeast,3,Single,,58,55+,Second Chance Retirees,5577162.02,5,1366047.07,556712.68,2308690.84,469499.76,876211.67
6164,2.54,Florida,South,3,Married,,58,55+,Pre-Retirees,13512566.87,7,1970366.11,1250994.38,3336076.8,5721456.38,1233673.2
6165,3,Pennsylvania,Northeast,3,Single,,58,55+,Second Chance Retirees,6386818.36,6,1763254.01,249806.05,1943095.72,1373917.25,1056745.33
6168,2.28,California,West,2,Married,Female,58,55+,Pre-Retirees,12672059.56,8,1742021.68,1605963.63,4736264.66,4123687.45,464122.14
6169,2.24,Kentucky,South,2,Married,Female,58,55+,Pre-Retirees,11280439.12,7,2425686.22,381575.06,3411839.75,4435113.14,626224.95
6171,2.41,California,West,2,Married,Female,58,55+,Pre-Retirees,5606151.26,8,444814.5,1642448.62,2113879.68,966802.87,438205.59
6172,2,Washington,West,2,Married,Female,58,55+,Pre-Retirees,14552820.64,7,2895063.9,908087.5,4804853.13,4486978.02,1457838.09
6173,2.36,Colorado,West,2,Married,Female,58,55+,Pre-Retirees,5559732.86,6,2811807.48,594040.78,1205388.86,451367.42,497128.32
6174,2.33,Massachusetts,Northeast,2,Married,Female,58,55+,Pre-Retirees,8204310.21,7,946194.39,422982.78,4223101.54,2206390.58,405640.92
6180,3.64,Illinois,Midwest,2,Divorced,Male,58,55+,Second Chance Retirees,2845342.32,6,288040.32,442747.01,931630.46,1174564.8,8359.73
6182,4.43,Colorado,West,2,Divorced,Male,58,55+,Second Chance Retirees,2364886.85,7,349486.08,137336.74,796161.74,912319.87,169582.42
6183,2.39,Maryland,Northeast,2,Married,Male,58,55+,Pre-Retirees,6422051.41,8,1632296.68,4122.78,3066632.52,1395387.19,323612.24
6186,3.29,Hawaii,West,2,Single,Male,58,55+,Second Chance Retirees,4203740.93,7,528263.42,500003.37,1399948.27,1005842.53,769683.34
6187,4.81,California,West,2,Single,Male,58,55+,Second Chance Retirees,5685290.56,7,300179.87,531026.06,1113283.7,3265363.24,475437.69
6188,3.81,Ohio,Midwest,2,Divorced,Male,58,55+,Second Chance Retirees,2318236.89,8,622658.3,424227.74,688326.77,203768.83,379255.25
6190,3.9,Virginia,South,2,Single,Male,58,55+,Second Chance Retirees,4874450.05,8,1094076.98,726294.38,135528.42,2212662.87,705887.4
6191,4.43,Texas,South,2,Single,Male,58,55+,Second Chance Retirees,4124261.91,7,722448.63,230253.49,1985797.81,460275.61,725486.37
6193,4.32,Alaska,West,2,Divorced,Male,58,55+,Second Chance Retirees,2398053.3,8,852097.34,175874.21,864408.67,486494.78,19178.3
6194,2.63,California,West,2,Married,Male,58,55+,Pre-Retirees,4514857.23,8,903408.54,227017.15,1739896.59,824073.98,820460.97
6195,2.8,Florida,South,2,Married,Male,58,55+,Pre-Retirees,7924461.12,6,1369064.68,957368.56,1555916.43,2979488.56,1062622.89
6196,2.71,Florida,South,2,Married,Male,58,55+,Pre-Retirees,6636297.25,7,1953361.61,682417.5,375231.74,2744204.54,881081.86
6198,2.87,Alabama,South,2,Married,,58,55+,Pre-Retirees,9616867.49,7,2739273.12,343528.7,4138347.46,1680054.34,715663.87
6200,2.65,California,West,2,Married,,58,55+,Pre-Retirees,5728232.17,7,2554777.44,233286.48,1741553.57,813715.78,384898.9
6201,2.79,Florida,South,2,Married,,58,55+,Pre-Retirees,7307431.77,8,982714.75,1277679.31,3875533.34,73628.35,1097876.02
6205,2.86,Florida,South,1,Married,Male,58,55+,Pre-Retirees,8121677.88,5,513029.15,1007772.13,2396996.24,3427255.76,776624.6
6213,2.67,Minnesota,Midwest,0,Married,Female,58,55+,Pre-Retirees,5566012.08,8,890900.47,94773.02,1056384.12,3121008.54,402945.93
6215,2.33,Washington,West,0,Married,Female,58,55+,Pre-Retirees,10063656.7,6,2377107.65,70259.96,4692969.45,2378716.42,544603.22
6217,1.67,Oregon,West,0,Married,Female,58,55+,Pre-Retirees,10590753.38,6,188447.04,1162747.53,4506264.06,4069761.41,663533.34
6219,4.53,Wyoming,West,0,Single,Male,58,55+,Second Chance Retirees,3301158.93,8,435429.73,287501.36,1634908.15,336064.2,607255.49
6220,4,Illinois,Midwest,0,Single,Male,58,55+,Second Chance Retirees,4300831.74,7,443696.14,528241.05,457282.2,2489763.92,381848.43
6221,3.84,Georgia,South,0,Single,Male,58,55+,Second Chance Retirees,3888947.54,7,862082.78,319209.12,1662317.25,853834.52,191503.87
6222,2.11,Minnesota,Midwest,0,Married,Male,58,55+,Pre-Retirees,7611266.88,7,50222.36,1147997.15,1829365.86,4274223.67,309457.84
6223,4.53,Nevada,West,0,Divorced,Male,58,55+,Second Chance Retirees,2465514.05,7,354618.82,11146.56,463522.03,1262897.86,373328.78
6224,3.82,Oregon,West,0,Divorced,Male,58,55+,Second Chance Retirees,1551418.99,7,92084.35,209123.28,793572.19,283654.85,172984.32
6225,2.43,Florida,South,0,Married,Male,58,55+,Pre-Retirees,6708806.1,7,1978309.56,153172.92,532617.64,3629809.61,414896.37
6227,3.61,Maryland,Northeast,0,Divorced,Male,58,55+,Second Chance Retirees,2780981.19,8,542081.76,157466.88,557115.84,1316576.26,207740.45
6228,4.28,Maine,Northeast,0,Single,Male,58,55+,Second Chance Retirees,3952252.05,7,1607503.45,732434.66,660296.71,637371.07,314646.16
6229,4.05,Pennsylvania,Northeast,0,Divorced,Male,58,55+,Second Chance Retirees,3419137.11,8,860999.52,140508.1,870699.17,1276732.22,270198.1
6231,4.6,Maryland,Northeast,1,Divorced,Male,58,55+,Second Chance Retirees,2917078.17,8,241793.57,44813.81,1362983.18,1179242.11,88245.5
6232,4.47,Tennessee,South,1,Divorced,Male,58,55+,Second Chance Retirees,2970402.57,8,542360.16,239370.38,640218.24,1120225.92,428227.87
6234,3.89,Ohio,Midwest,1,Divorced,Male,58,55+,Second Chance Retirees,2735276.07,7,550756.42,117292.9,405782.06,1506089.28,155355.41
6235,4.48,Texas,South,1,Divorced,Male,58,55+,Second Chance Retirees,2615452.37,7,630756.1,388086.72,1315487.23,214974.53,66147.79
6236,4.43,Massachusetts,Northeast,1,Divorced,Male,58,55+,Second Chance Retirees,1803948.05,7,416535.74,179061.65,400524.77,696770.11,111055.78
6237,2.72,Florida,South,1,Married,Male,58,55+,Pre-Retirees,4353974.22,8,623479.45,27061.06,1255106.19,1353464.99,1094862.53
6239,3.5,Virginia,South,1,Single,,58,55+,Second Chance Retirees,6783866.21,8,166691.09,184252.86,1269325.4,4217217.7,946379.16
6242,2.73,Florida,South,0,Married,Male,58,55+,Pre-Retirees,4852652.77,8,1546351.95,40530.24,921477.08,2339821.67,4471.83
6247,2.32,Florida,South,0,Married,Female,58,55+,Pre-Retirees,9154734.05,7,3259164.9,55545.7,10456.13,5788957.59,40609.73
6249,2.33,Florida,South,0,Married,Female,58,55+,Pre-Retirees,8669269.22,7,1544158.08,1630058.86,1435839.96,3056692.38,1002519.94
6250,1.67,Minnesota,Midwest,0,Married,Female,58,55+,Pre-Retirees,6319492.81,6,2313186.85,1141262.09,2384781.52,73474.56,406787.79
6253,2.18,Virginia,South,0,Married,Female,58,55+,Pre-Retirees,9614815.77,7,1783202.34,332349.52,654140.97,6669097.8,176025.14
6254,1.67,Colorado,West,0,Married,Female,58,55+,Pre-Retirees,13648810.87,6,1776305.55,1655747.31,2220183.3,6726002.92,1270571.79
6255,2.21,Connecticut,Northeast,0,Married,Female,58,55+,Pre-Retirees,10623977.1,7,1291130.15,1005969.54,5100541.75,2328833.2,897502.46
6257,2.25,Indiana,Midwest,0,Married,Female,58,55+,Pre-Retirees,4093475.61,8,388740.9,480230.55,965559.4,1972230.68,286714.08
6258,1.67,California,West,0,Married,Female,58,55+,Pre-Retirees,8798012.63,6,1164372.36,378811.64,14758.33,5716547.48,1523522.82
6259,4.81,Ohio,Midwest,0,Single,Male,58,55+,Second Chance Retirees,4496650.41,7,669119.44,819409.56,446541.47,2260457.97,301121.97
6260,3.9,Kansas,Midwest,0,Divorced,Male,58,55+,Second Chance Retirees,3763104.34,8,912234.05,413066.98,1304592.19,1086236.93,46974.19
6261,3.33,Texas,South,0,Divorced,Male,58,55+,Second Chance Retirees,4274267.47,7,779553.22,368306.64,1378357.63,1286139.26,461910.72
6262,3.21,Florida,South,0,Single,Male,58,55+,Second Chance Retirees,4471424.47,8,906032.39,748145.89,1259914.18,1169604.75,387727.26
6263,4.29,Kansas,Midwest,0,Divorced,Male,58,55+,Second Chance Retirees,3042037.83,7,518999.04,152937.7,1386838.8,552917.38,430344.91
6265,4.1,Colorado,West,0,Divorced,Male,58,55+,Second Chance Retirees,2597467.29,7,446412.67,293142.72,273129.26,1523188.03,61594.61
6266,3.08,Minnesota,Midwest,0,Divorced,Male,58,55+,Second Chance Retirees,3015477.61,6,479704.9,40732.61,826815.6,1639136.26,29088.24
6267,3.85,Maryland,Northeast,0,Single,Male,58,55+,Second Chance Retirees,2640987.41,7,1098063.99,504469.21,678245.53,156499.08,203709.6
6268,2.86,Virginia,South,0,Married,Male,58,55+,Pre-Retirees,6876100.34,7,1442480.26,229684.95,256061.26,3993968.79,953905.08
6270,4.53,Oklahoma,South,0,Divorced,Male,58,55+,Second Chance Retirees,2161800.23,8,408459.84,248236.22,496915.2,612011.71,396177.26
6271,3.33,Florida,South,0,Divorced,Male,58,55+,Second Chance Retirees,1767549.17,7,676513.44,205434.82,497945.09,94936.32,292719.5
6272,3.9,Washington,West,0,Divorced,Male,58,55+,Second Chance Retirees,2518662.76,8,875640.48,97846.46,401487.12,997877.18,145811.52
6273,3.73,Maine,Northeast,0,Divorced,Male,58,55+,Second Chance Retirees,2518301.62,7,129913.63,360782.16,638507.09,992310.34,396788.4
6275,4.14,California,West,0,Single,Male,58,55+,Second Chance Retirees,1675353.46,7,490686.34,183407.93,56343.6,548772.02,396143.57
6277,2.33,Florida,South,0,Married,,58,55+,Pre-Retirees,10708202.02,6,1831987.01,1105752.53,3294715.82,4393563.84,82182.82
6278,3.86,Nevada,West,0,Single,,58,55+,Second Chance Retirees,6442148.81,5,1642141.51,957522.06,2147668.67,1162205.71,532610.86
6281,2.82,Nevada,West,0,Married,Female,59,55+,Pre-Retirees,6950218.36,7,740531.64,67277.95,4358617.52,1346599.99,437191.26
6284,2.63,Colorado,West,0,Married,Female,59,55+,Pre-Retirees,11887484.14,6,2596047.67,513922.92,4386228.54,3881767.45,509517.56
6286,2.38,Maine,Northeast,0,Married,Female,59,55+,Pre-Retirees,5856705.04,7,1564092.29,1109.03,379825.98,2301877.09,1609800.65
6287,1.9,Arizona,West,0,Married,Female,59,55+,Pre-Retirees,11992205.44,7,798152.14,251162.21,4158369.45,6374022.45,410499.19
6289,3.11,Maryland,Northeast,0,Divorced,Male,59,55+,Second Chance Retirees,3356962.99,5,50346.72,375334.27,1437201.94,1235896.51,258183.55
6290,4.33,Maryland,Northeast,0,Divorced,Male,59,55+,Second Chance Retirees,2644639.78,7,553947.26,459793.06,396451.87,947068.42,287379.17
6291,4,Maryland,Northeast,0,Divorced,Male,59,55+,Second Chance Retirees,2221976.26,7,504262.75,33949.49,50593.97,1309891.01,323279.04
6292,4.68,Florida,South,0,Single,Male,59,55+,Second Chance Retirees,4894978.77,8,399583.58,309965.7,1197094.46,2691386.96,296948.07
6293,3.83,Pennsylvania,Northeast,0,Single,Male,59,55+,Second Chance Retirees,6589572.32,8,674563.51,397582.91,1975947.7,2904110.67,637367.53
6294,4.68,California,West,0,Single,Male,59,55+,Second Chance Retirees,5569973.24,7,1542741.98,211261.56,2419791.93,1326802.29,69375.48
6295,3.84,California,West,0,Single,Male,59,55+,Second Chance Retirees,4517312.12,7,868594.06,21059.31,1222132.67,2190975.44,214550.64
6296,4.23,Florida,South,5,Single,Male,59,55+,Second Chance Retirees,6530778.41,7,283497.93,624676.84,2524304.22,2610799.26,487500.16
6297,1.93,Massachusetts,Northeast,5,Married,Male,59,55+,Pre-Retirees,7819441.92,7,618459.72,326953.5,1816222,4059520.82,998285.88
6298,4.42,Texas,South,5,Divorced,Male,59,55+,Second Chance Retirees,1815765.13,6,664385.09,447993.65,77649.41,291093.7,334643.28
6299,3.38,Nevada,West,5,Divorced,Male,59,55+,Second Chance Retirees,1729107.55,8,868604.16,275494.08,171371.95,76622.98,337014.38
6300,4.78,Nevada,West,5,Divorced,Male,59,55+,Second Chance Retirees,2568575.81,7,125022.72,191607.89,1004174.64,861012.67,386757.89
6301,2.63,Wisconsin,Midwest,5,Married,Male,59,55+,Pre-Retirees,5673939.38,7,1054975.56,89085.31,267546.24,4134974.98,127357.29
6302,3.67,Pennsylvania,Northeast,5,Divorced,Male,59,55+,Second Chance Retirees,3688624.75,6,714408.58,56142.86,868591.87,1837572.86,211908.58
6303,2.26,Oregon,West,5,Married,Male,59,55+,Pre-Retirees,3230344.96,8,1609564.95,592854.22,153722.53,797652.63,76550.63
6304,2.28,Massachusetts,Northeast,5,Married,Male,59,55+,Pre-Retirees,7486941.09,8,1601739.88,701113.31,708624.81,3332638.31,1142824.78
6305,4.67,Florida,South,5,Single,Male,59,55+,Second Chance Retirees,4847751.41,6,163306.71,839953.5,1367097.52,2438021.03,39372.65
6306,3.05,California,West,5,Single,,59,55+,Second Chance Retirees,2404454.22,7,356414.04,818311.68,180036.11,898111.58,151580.81
6307,3.57,Texas,South,5,Single,,59,55+,Second Chance Retirees,7125511.15,5,1673804.95,239627.7,1185906.1,3060874.66,965297.74
6308,3.6,Colorado,West,5,Single,,59,55+,Second Chance Retirees,6657910.89,7,799949.52,484588.55,737169.98,3926678.26,709524.58
